customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
9507-HSMMZ,low,0.011699999682605267,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2480-SQIOB,low,0.37459999322891235,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0947-IDHRQ,medium,0.6819000244140625,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7813-TKCVO,low,0.032099999487400055,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0128-MKWSG,low,0.10180000215768814,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3672-YITQD,medium,0.5458999872207642,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
4350-ZTLPI,low,0.2493000030517578,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
9048-JVYVF,medium,0.5058000087738037,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
0361-HJRDX,low,0.016300000250339508,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
5727-MYATE,low,0.009100000374019146,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3823-KYNQY,low,0.042100001126527786,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8988-ECPJR,medium,0.45100000500679016,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7570-WELNY,low,0.0544000007212162,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
3021-VLNRJ,low,0.043299999088048935,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3776-EKTKM,high,0.7876999974250793,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
2080-CAZNM,medium,0.5964000225067139,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
1028-FFNJK,medium,0.6025999784469604,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6907-FLBER,medium,0.6446999907493591,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
3001-UNBTL,medium,0.6025999784469604,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5982-PSMKW,low,0.022199999541044235,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3507-GASNP,low,0.01119999960064888,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7096-ZNBZI,low,0.007000000216066837,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1902-XBTFB,medium,0.5460000038146973,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
1676-MQAOA,low,0.00989999994635582,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0786-IVLAW,low,0.16949999332427979,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7566-DSRLQ,low,0.04390000179409981,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0643-OKLRP,low,0.3003000020980835,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7245-JMTTQ,low,0.2476000040769577,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6050-IJRHS,low,0.30079999566078186,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6202-JVYEU,low,0.05719999969005585,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8591-TKMZH,low,0.15520000457763672,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0734-OXWBT,low,0.3174000084400177,"support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4282-ACRXS,low,0.33410000801086426,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0365-TRTPY,low,0.19550000131130219,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7349-ALMUX,low,0.02199999988079071,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
9381-NDKME,low,0.2551000118255615,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6502-KUGLL,low,0.11649999767541885,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1841-YSJGV,low,0.030799999833106995,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2794-XIMMO,low,0.08309999853372574,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8382-SHQEH,high,0.7544999718666077,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
3511-BFTJW,low,0.011099999770522118,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7668-XCFYV,medium,0.6169000267982483,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
2983-ZANRP,medium,0.6087999939918518,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7845-URHJN,low,0.10599999874830246,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3034-ZBEQN,low,0.05299999937415123,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5018-HEKFO,low,0.09640000015497208,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2923-ARZLG,low,0.17669999599456787,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3976-NLDEZ,low,0.2840999960899353,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2282-YGNOR,low,0.04050000011920929,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
5336-UFNZP,low,0.271699994802475,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6854-EXGSF,low,0.1738000065088272,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1241-EZFMJ,low,0.012299999594688416,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
9233-PSYHO,low,0.23880000412464142,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
5376-PCKNB,low,0.10760000348091125,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8044-BGWPI,low,0.1363999992609024,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4060-LDNLU,high,0.7013999819755554,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
3589-PPVKW,low,0.30149999260902405,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8327-LZKAS,low,0.3625999987125397,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5887-IKKYO,low,0.03660000115633011,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1075-BGWOH,high,0.7243000268936157,support_tickets,Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
1755-RMCXH,low,0.14990000426769257,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0302-JOIVN,medium,0.6804999709129333,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3858-XHYJO,low,0.19820000231266022,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4299-SIMNS,medium,0.6534000039100647,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7025-IWFHT,low,0.16060000658035278,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6261-LHRTG,low,0.14730000495910645,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7841-FCRQD,low,0.09049999713897705,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2056-EVGZL,low,0.17139999568462372,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8777-MBMTS,low,0.12790000438690186,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7753-USQYQ,low,0.10270000249147415,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5366-IJEQJ,medium,0.5052000284194946,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7661-CPURM,low,0.16899999976158142,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6233-HXJMX,low,0.26440000534057617,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
5902-WBLSE,low,0.00989999994635582,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1981-INRFU,high,0.7680000066757202,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
4971-PUYQO,medium,0.42489999532699585,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
